mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.4,"9 km N of Stanley, Idaho",1647000600885,1647323954040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3s1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3s1&format=geojson,,,,,reviewed,0,89,us,6000h3s1,",mb80540204,us6000h3s1,",",mb,us,",",origin,phase-data,",,0.665,0.6,64.0,ml,earthquake,"M 2.4 - 9 km N of Stanley, Idaho"
2.27,"8 km SSW of Tallaboa, Puerto Rico",1647000539390,1647001828520,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339803,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339803&format=geojson,,,,,reviewed,0,79,pr,71339803,",pr71339803,",",pr,",",origin,phase-data,",15.0,,0.25,180.0,md,earthquake,"M 2.3 - 8 km SSW of Tallaboa, Puerto Rico"
0.08,"7 km SSE of Lincoln, Montana",1647000441960,1647026410290,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540249,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540249&format=geojson,,,,,reviewed,0,0,mb,80540249,",mb80540249,",",mb,",",origin,phase-data,",14.0,0.022,0.11,103.0,md,earthquake,"M 0.1 - 7 km SSE of Lincoln, Montana"
3.3,"9 km SSE of Lincoln, Montana",1646999948095,1647029948266,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3ry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3ry&format=geojson,5.0,3.4,,,reviewed,0,169,us,6000h3ry,",us6000h3ry,mb80540189,",",us,mb,",",dyfi,origin,phase-data,",,0.118,0.75,58.0,ml,earthquake,"M 3.3 - 9 km SSE of Lincoln, Montana"
0.91,"8 km SSE of Lincoln, Montana",1646999751710,1647025991810,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540244,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540244&format=geojson,,,,,reviewed,0,13,mb,80540244,",mb80540244,",",mb,",",origin,phase-data,",12.0,0.034,0.12,157.0,ml,earthquake,"M 0.9 - 8 km SSE of Lincoln, Montana"
0.9,"5 km WSW of Walker, California",1646999540457,1647052676683,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835239&format=geojson,,,,,reviewed,0,12,nn,00835239,",nn00835239,",",nn,",",origin,phase-data,",11.0,0.075,0.1238,81.11,ml,earthquake,"M 0.9 - 5 km WSW of Walker, California"
1.28,"7 km SSW of Byron, Oklahoma",1646999209640,1647264425200,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ewza,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ewza&format=geojson,,,,,reviewed,0,25,ok,2022ewza,",ok2022ewza,",",ok,",",origin,phase-data,",30.0,0.3176376687,0.23,120.0,ml,earthquake,"M 1.3 - 7 km SSW of Byron, Oklahoma"
2.3,"6 km SSE of Lincoln, Montana",1646999156470,1647018637640,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540229,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540229&format=geojson,,,,,reviewed,0,81,mb,80540229,",mb80540229,",",mb,",",origin,phase-data,",11.0,0.021,0.15,107.0,ml,earthquake,"M 2.3 - 6 km SSE of Lincoln, Montana"
1.94,Western Montana,1646999154970,1647018626540,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540224,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540224&format=geojson,,,,,reviewed,0,58,mb,80540224,",mb80540224,",",mb,",",origin,phase-data,",11.0,0.023,0.12,111.0,ml,earthquake,M 1.9 - Western Montana
2.8,"7 km SSE of Lincoln, Montana",1646999099460,1647066848040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3uh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3uh&format=geojson,,,,,reviewed,0,121,us,6000h3uh,",mb80540214,us6000h3uh,",",mb,us,",",origin,phase-data,",,0.065,0.24,70.0,ml,earthquake,"M 2.8 - 7 km SSE of Lincoln, Montana"
3.2,"6 km S of Lincoln, Montana",1646999031433,1647035698700,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3rx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3rx&format=geojson,4.0,3.4,,,reviewed,0,159,us,6000h3rx,",us6000h3rx,mb80540184,",",us,mb,",",dyfi,origin,phase-data,",,0.157,0.59,56.0,ml,earthquake,"M 3.2 - 6 km S of Lincoln, Montana"
4.1,"268 km E of Levuka, Fiji",1646998327427,1647690562040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h55b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h55b&format=geojson,,,,,reviewed,0,259,us,6000h55b,",us6000h55b,",",us,",",origin,phase-data,",,3.643,0.76,115.0,mb,earthquake,"M 4.1 - 268 km E of Levuka, Fiji"
1.05,"21km ESE of Bodfish, CA",1646997955360,1647024992740,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204944,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204944&format=geojson,,,,,reviewed,0,17,ci,40204944,",ci40204944,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.135,0.13,78.0,ml,earthquake,"M 1.1 - 21km ESE of Bodfish, CA"
0.2,"3 km S of Coleville, California",1646997787446,1647052672411,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835236&format=geojson,,,,,reviewed,0,1,nn,00835236,",nn00835236,",",nn,",",origin,phase-data,",3.0,0.049,0.0735,229.12,ml,earthquake,"M 0.2 - 3 km S of Coleville, California"
2.22,"3 km SSE of P?hala, Hawaii",1646997695800,1646998658040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72946887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72946887&format=geojson,,,,,automatic,0,76,hv,72946887,",us6000h3rw,hv72946887,",",us,hv,",",origin,phase-data,",50.0,,0.140000001,79.0,ml,earthquake,"M 2.2 - 3 km SSE of P?hala, Hawaii"
0.75,"21 km E of Hornbrook, California",1646997285800,1647378052470,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61821761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61821761&format=geojson,,,,,reviewed,0,9,uw,61821761,",uw61821761,",",uw,",",origin,phase-data,",4.0,0.1402,0.04,238.0,md,earthquake,"M 0.8 - 21 km E of Hornbrook, California"
4.8,"172 km E of Hasaki, Japan",1646997186068,1646998308040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3ru,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3ru&format=geojson,,,,,reviewed,0,354,us,6000h3ru,",us6000h3ru,",",us,",",origin,phase-data,",,3.449,0.55,136.0,mb,earthquake,"M 4.8 - 172 km E of Hasaki, Japan"
0.36,"9km WNW of Cobb, CA",1646996866790,1646997855480,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704131&format=geojson,,,,,automatic,0,2,nc,73704131,",nc73704131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.008861,0.03,64.0,md,earthquake,"M 0.4 - 9km WNW of Cobb, CA"
0.6,"3 km WNW of Walker, California",1646996245974,1647025470659,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835199,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835199&format=geojson,,,,,reviewed,0,6,nn,00835199,",nn00835199,",",nn,",",origin,phase-data,",13.0,0.054,0.0794,166.53,ml,earthquake,"M 0.6 - 3 km WNW of Walker, California"
1.7,"21 km WNW of Eureka Roadhouse, Alaska",1646996007209,1646996177900,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02237xw1nz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02237xw1nz&format=geojson,,,,,automatic,0,44,ak,02237xw1nz,",ak02237xw1nz,",",ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 1.7 - 21 km WNW of Eureka Roadhouse, Alaska"
1.89,"3 km NNW of Stanley, Idaho",1646995979360,1647014610240,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540174,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540174&format=geojson,,,,,reviewed,0,55,mb,80540174,",mb80540174,",",mb,",",origin,phase-data,",10.0,0.676,0.14,73.0,ml,earthquake,"M 1.9 - 3 km NNW of Stanley, Idaho"
2.4,"5km WNW of Walker, CA",1646995556670,1647036613650,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704126&format=geojson,3.0,2.7,,,reviewed,0,89,nc,73704126,",nc73704126,nn00835196,",",nc,nn,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",19.0,0.05634,0.06,82.0,md,earthquake,"M 2.4 - 5km WNW of Walker, CA"
0.1,"3 km S of Coleville, California",1646995492841,1647052671810,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835235,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835235&format=geojson,,,,,reviewed,0,0,nn,00835235,",nn00835235,",",nn,",",origin,phase-data,",8.0,0.051,0.1181,225.11,ml,earthquake,"M 0.1 - 3 km S of Coleville, California"
0.59,"14km SSW of Olancha, CA",1646994680450,1647024432270,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204936&format=geojson,,,,,reviewed,0,5,ci,40204936,",ci40204936,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.1948,0.14,76.0,ml,earthquake,"M 0.6 - 14km SSW of Olancha, CA"
1.6,"29 km WSW of Cantwell, Alaska",1646994468046,1646994622827,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02237xqino,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02237xqino&format=geojson,,,,,automatic,0,39,ak,02237xqino,",ak02237xqino,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.6 - 29 km WSW of Cantwell, Alaska"
0.88,"25km ENE of Pine Valley, CA",1646994073610,1647008355027,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204928&format=geojson,,,,,reviewed,0,12,ci,40204928,",ci40204928,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.04059,0.11,90.0,ml,earthquake,"M 0.9 - 25km ENE of Pine Valley, CA"
1.78,"13 km ESE of Crowder, Oklahoma",1646993657140,1647263335661,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ewvz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ewvz&format=geojson,,,,,reviewed,0,49,ok,2022ewvz,",ok2022ewvz,",",ok,",",origin,phase-data,",52.0,0.1142775748,0.25,97.0,ml,earthquake,"M 1.8 - 13 km ESE of Crowder, Oklahoma"
2.01999998,"3 km SSE of P?hala, Hawaii",1646992718200,1646992912010,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72946837,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72946837&format=geojson,,,,,automatic,0,63,hv,72946837,",hv72946837,",",hv,",",origin,phase-data,",37.0,,0.129999995,161.0,md,earthquake,"M 2.0 - 3 km SSE of P?hala, Hawaii"
-0.15,"7km NW of The Geysers, CA",1646992484500,1647021526977,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704121&format=geojson,,,,,reviewed,0,0,nc,73704121,",nc73704121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.001197,0.02,38.0,md,earthquake,"M -0.2 - 7km NW of The Geysers, CA"
4.9,"56 km NW of Nuku‘alofa, Tonga",1646991987320,1647599171040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3rh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3rh&format=geojson,,,,,reviewed,0,369,us,6000h3rh,",us6000h3rh,",",us,",",origin,phase-data,",,6.722,0.39,115.0,mb,earthquake,"M 4.9 - 56 km NW of Nuku‘alofa, Tonga"
1.0,"60 km WNW of Ninilchik, Alaska",1646991287683,1647205850020,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02237x6l1c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02237x6l1c&format=geojson,,,,,automatic,0,15,ak,02237x6l1c,",av91509346,ak02237x6l1c,",",av,ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.0 - 60 km WNW of Ninilchik, Alaska"
0.87,"4km SE of Redlands, CA",1646991174190,1647024188313,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204920&format=geojson,,,,,reviewed,0,12,ci,40204920,",ci40204920,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.08146,0.18,115.0,ml,earthquake,"M 0.9 - 4km SE of Redlands, CA"
1.0,"24km SW of Ocotillo Wells, CA",1646991127310,1647023202264,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204912&format=geojson,,,,,reviewed,0,15,ci,40204912,",ci40204912,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",40.0,0.07308,0.17,57.0,ml,earthquake,"M 1.0 - 24km SW of Ocotillo Wells, CA"
2.06,"62 km ENE of Wendover, Utah",1646990872600,1647018498060,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60485327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60485327&format=geojson,,,,,reviewed,0,65,uu,60485327,",uu60485327,",",uu,",",origin,phase-data,",22.0,0.2274,0.18,120.0,ml,earthquake,"M 2.1 - 62 km ENE of Wendover, Utah"
4.2,"82 km W of San Antonio de los Cobres, Argentina",1646990421036,1647596408040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3r7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3r7&format=geojson,,,,,reviewed,0,271,us,6000h3r7,",us6000h3r7,",",us,",",origin,phase-data,",,5.66,0.6,108.0,mb,earthquake,"M 4.2 - 82 km W of San Antonio de los Cobres, Argentina"
1.28,"11km N of Coalinga, CA",1646990052880,1647033974244,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704116&format=geojson,,,,,reviewed,0,25,nc,73704116,",nc73704116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.09507,0.08,113.0,md,earthquake,"M 1.3 - 11km N of Coalinga, CA"
1.68,"22km W of Bonny Doon, CA",1646989660790,1647032413073,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704111&format=geojson,,,,,reviewed,0,43,nc,73704111,",nc73704111,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.1491,0.15,203.0,md,earthquake,"M 1.7 - 22km W of Bonny Doon, CA"
2.4,"61 km SSW of Whites City, New Mexico",1646989590624,1646999878665,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022ewtt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022ewtt&format=geojson,,,,,reviewed,0,89,tx,2022ewtt,",tx2022ewtt,",",tx,",",origin,phase-data,",11.0,0.07694066625,0.2,153.0,ml,earthquake,"M 2.4 - 61 km SSW of Whites City, New Mexico"
4.2,"9 km SSW of Sandach?, Japan",1646989173033,1647100336057,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3r5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3r5&format=geojson,6.0,4.1,,,reviewed,0,274,us,6000h3r5,",us6000h3r5,",",us,",",dyfi,origin,phase-data,",,1.53,0.75,93.0,mb,earthquake,"M 4.2 - 9 km SSW of Sandach?, Japan"
0.68,"80 km W of Adak, Alaska",1646988670500,1647100320930,,https://earthquake.usgs.gov/earthquakes/eventpage/av91509326,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91509326&format=geojson,,,,,reviewed,0,7,av,91509326,",av91509326,",",av,",",origin,phase-data,",5.0,,0.14,266.0,ml,earthquake,"M 0.7 - 80 km W of Adak, Alaska"
-0.32,"16 km ENE of Milford, Utah",1646988193060,1647017880040,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60485322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60485322&format=geojson,,,,,reviewed,0,0,uu,60485322,",uu60485322,",",uu,",",origin,phase-data,",7.0,0.02134,0.03,193.0,md,earthquake,"M -0.3 - 16 km ENE of Milford, Utah"
1.0,"17km W of Searles Valley, CA",1646987351300,1647022324219,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204896&format=geojson,,,,,reviewed,0,15,ci,40204896,",ci40204896,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03933,0.12,146.0,ml,earthquake,"M 1.0 - 17km W of Searles Valley, CA"
0.36,"7km WNW of The Geysers, CA",1646987272840,1646991256794,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704106&format=geojson,,,,,automatic,0,2,nc,73704106,",nc73704106,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.003831,0.02,60.0,md,earthquake,"M 0.4 - 7km WNW of The Geysers, CA"
0.22,"36 km NNE of Amboy, Washington",1646987006480,1647377645630,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61821741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61821741&format=geojson,,,,,reviewed,0,1,uw,61821741,",uw61821741,",",uw,",",origin,phase-data,",11.0,0.009723,0.07,113.0,ml,earthquake,"M 0.2 - 36 km NNE of Amboy, Washington"
0.3,"4km ESE of Mammoth Lakes, CA",1646986990700,1647029479758,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704101&format=geojson,,,,,reviewed,0,1,nc,73704101,",nc73704101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.02161,0.04,186.0,md,earthquake,"M 0.3 - 4km ESE of Mammoth Lakes, CA"
1.79999995,"17 km ENE of Honalo, Hawaii",1646986449790,1646986646180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72946752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72946752&format=geojson,,,,,automatic,0,50,hv,72946752,",hv72946752,",",hv,",",origin,phase-data,",21.0,,0.109999999,68.0,md,earthquake,"M 1.8 - 17 km ENE of Honalo, Hawaii"
2.4,"1 km NW of Tallaboa, Puerto Rico",1646986297190,1646996170380,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339793,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339793&format=geojson,,,,,reviewed,0,89,pr,71339793,",pr71339793,",",pr,",",origin,phase-data,",9.0,,0.13,138.0,md,earthquake,"M 2.4 - 1 km NW of Tallaboa, Puerto Rico"
1.06,"24km WNW of Ocotillo, CA",1646985838630,1647021855949,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40204880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40204880&format=geojson,,,,,reviewed,0,17,ci,40204880,",ci40204880,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.1142,0.16,77.0,ml,earthquake,"M 1.1 - 24km WNW of Ocotillo, CA"
1.2,"40 km E of Nixon, Nevada",1646985725186,1647052668049,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835234,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835234&format=geojson,,,,,reviewed,0,22,nn,00835234,",nn00835234,",",nn,",",origin,phase-data,",7.0,0.405,0.1314,156.96,ml,earthquake,"M 1.2 - 40 km E of Nixon, Nevada"
0.2,"34 km NW of Indian Springs, Nevada",1646985454518,1647026584984,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835194,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835194&format=geojson,,,,,reviewed,0,1,nn,00835194,",nn00835194,",",nn,",",origin,phase-data,",16.0,0.012,0.1307,104.45,ml,earthquake,"M 0.2 - 34 km NW of Indian Springs, Nevada"
0.28,"63 km WNW of Ninilchik, Alaska",1646985004190,1647205940630,,https://earthquake.usgs.gov/earthquakes/eventpage/av91509291,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91509291&format=geojson,,,,,reviewed,0,1,av,91509291,",av91509291,",",av,",",origin,phase-data,",5.0,,0.05,207.0,ml,earthquake,"M 0.3 - 63 km WNW of Ninilchik, Alaska"
4.5,"34 km ESE of Kastrí, Greece",1646984860984,1646988673040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3qw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3qw&format=geojson,,,,,reviewed,0,312,us,6000h3qw,",us6000h3qw,",",us,",",origin,phase-data,",,0.641,0.65,114.0,mb,earthquake,"M 4.5 - 34 km ESE of Kastrí, Greece"
2.6,"81 km S of Kaktovik, Alaska",1646984805876,1646987607040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h3qv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h3qv&format=geojson,,,,,reviewed,0,104,us,6000h3qv,",us6000h3qv,",",us,",",origin,phase-data,",,0.223,0.32,135.0,ml,earthquake,"M 2.6 - 81 km S of Kaktovik, Alaska"
0.85,"8km NW of The Geysers, CA",1646984512840,1646984951102,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73704096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73704096&format=geojson,,,,,automatic,0,11,nc,73704096,",nc73704096,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01204,0.03,60.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
1.94,"20 km WNW of Stanley, Idaho",1646984322730,1647021942270,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80540169,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80540169&format=geojson,,,,,reviewed,0,58,mb,80540169,",mb80540169,",",mb,",",origin,phase-data,",12.0,0.833,0.27,83.0,ml,earthquake,"M 1.9 - 20 km WNW of Stanley, Idaho"
1.8,"58 km WNW of Ninilchik, Alaska",1646984271866,1646984550034,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02237w0daj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02237w0daj&format=geojson,,,,,automatic,0,50,ak,02237w0daj,",ak02237w0daj,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.8 - 58 km WNW of Ninilchik, Alaska"
